	reactions	metatlas	bigg.reaction	vmhreaction
2497	4GTH56DHIABCte	MAR12025	4GLU56DIHDINDt	4GLU56DIHDINDt
2498	56DHIGTHABCte
2499	ADRNLGTHABCte
2500	ARSSELDIGTHABCte
2501	DOPAGTHABCte	MAR12013	CE5026t	CE5026t
2502	DPAMGTHABCte	MAR12029	CE5025t	CE5025t
2503	GTHNOABCte
2504	GTHOXABCte	MAR11312	GTHOXti2	GTHOXti2
2505	LADRNCHRGTHABCte
2506	LDPCHRGTHABCte
2507	LNRPPHRCHRGTHABCte
2508	NRPPHRGTHABCte
2509	PGA1GTHABC
2510	PGA2GTHABC
2511	PGA3GTHABC
2512	4SGTH2OHE1ABCte
2513	4SGTH2OHE2ABCte
2514	SPHS1PABCte	MAR11802	SPHS1Pt2e	SPHS1Pt2e
2515	CAATPS1
2516	CAATPS2	MAR00119	CAATPS	CAATPS
2517	PEFLOPt
2518	PESCRt
2519	PCSCRt
2520	PSSCRt
2521	CU1ABCte
2522	NAt	MAR01527	NAt	NAt
2523	ASPNaHKtex	MAR05447	ASPt6	ASPt6
2524	GLUNaHKtex	MAR04932	GLUt6	GLUt6
2525	ALACYSNaEx	MAR05609	ALACYSNaEx	ALACYSNaEx
2526	ALASERNaEx	MAR05604	ALASERNaEx	ALASERNaEx
2527	ALATHRNaEx	MAR05614	ALATHRNaEx	ALATHRNaEx
2528	CYSALANaEx	MAR05708	CYSALANaEx	CYSALANaEx
2529	CYSSERNaEx	MAR05710	CYSSERNaEx	CYSSERNaEx
2530	CYSTHRNaEx	MAR05719	CYSTHRNaEx	CYSTHRNaEx
2531	SERALANaEx	MAR05633	SERALANaEx	SERALANaEx
2532	SERCYSNaEx	MAR05639	SERCYSNaEx	SERCYSNaEx
2533	SERTHRNaEx	MAR05644	SERTHRNaEx	SERTHRNaEx
2534	THRALANaEx	MAR05783	THRALANaEx	THRALANaEx
2535	THRCYSNaEx	MAR05790	THRCYSNaEx	THRCYSNaEx
2536	THRSERNaEx	MAR05785	THRSERNaEx	THRSERNaEx
2537	GAL_bDt
2538	GAL_Dt	MAR04858	GALt1r	GALt1r
2539	DHAAt1r	MAR08846	DHAAt1r	DHAAt1r
2540	GLC_aDt
2541	GLC_Dt	MAR05029	GLCt2	GLCGLUT2;GLCt1r
2542	ARAB_Lt	MAR08340	ARAB_Lt	ARAB_Lt
2543	MANt1r	MAR04973	MANt1r	MANt1r
2544	GAMt1r	MAR08765	GAMt1r	GALtly
2545	FRUt1r	MAR04321	FRUt1r	FRUt1r
2546	HCO3_Cltex	MAR06525	HCO3_CLt	HCO3_CLt
2547	ADMARGARGtex
2548	ADMARGCITRtex
2549	ADMARGHIStex
2550	ADMARGLYStex
2551	ADMARGORNtex
2552	ARGCITRtex	MAR05584	r1669	r1669
2553	ARGHIStex	MAR05583	r1668	r1668
2554	ARGLYStex	MAR05578	ARGLYSex	ARGLYSex
2555	ARGORNtex	MAR05582	ARGORNt7	r1667
2556	HISCITRtex	MAR05586	r1671	r1671
2557	HISLYStex	MAR05580	r1665	r1665
2558	HISORNtex	MAR05585	r1670	r1670
2559	LYSCITRtex	MAR05581	r1666	r1666
2560	LYSORNtex	MAR05579	r1664	r1664
2561	MMARGARGtex
2562	MMARGCITRtex
2563	MMARGHIStex
2564	MMARGLYStex
2565	MMARGORNtex
2566	KCC2t	MAR06527	KCC2t	KCC2t
2567	KCCt	MAR05990	KCCt	KCCt
2568	CRNtuNa	MAR08677	CRNtuNa	CRNtuNa;CRNCT2te
2569	ERGOTHtuNa
2570	2ABUTtec	MAR10007	C02356t	C02356t
2571	ALAtec	MAR06372	ALAt2r	ALAt2r
2572	ASNtec
2573	CYSIt
2574	CYStec	MAR05084	CYStec	CYStec
2575	GLNtec
2576	GLYtec	MAR06371	GLYt2r	GLYt2r
2577	HCYSte	MAR11313	HCYSte	HCYSte
2578	HIStec	MAR05070	HIStiDF	HIStiDF;HISCAT1
2579	ILEtec	MAR05092	ILEtec	ILEtec
2580	LEUtec	MAR05085	LEUtec	LEUtec
2581	LHCYSTINt	MAR11300	LHCYSTINt	LHCYSTINt
2582	LKYNRtr	MAR09274	LKYNRtr	LKYNRtr
2583	METtec	MAR05073	METtec	METtec
2584	PROtec
2585	SERtec
2586	THRtec
2587	VALtec	MAR05089	VALtec	VALtec
2588	PHEtec	MAR05082	PHEtec	PHEtec
2589	TRPtec
2590	TYRtec
2591	FE2PHEMEABCte
2592	HEMATINABCte
2593	PPP9ABCte	MAR11786	PPP9ABCte	PPP9ABCte
2594	5FTHFABCte
2595	5MTHFABCte
2596	URATEABCte	MAR05446	r1536	r1536
2597	CA2t	MAR11311	CA2t	CA2t
2598	1P3H5Ct
2599	1PYR5Ct
2600	2MTOXE1t
2601	2MTOXE2t
2602	2OH3MTOXE1t
2603	2OH3MTOXE2t
2604	3DGt
2605	3MOXTYRt	MAR09976	3MOXTYRt	3MOXTYRt
2606	4ABUTt
2607	4OH3MTOXE1t
2608	4OH3MTOXE2t
2609	4PYRDXABCte	MAR08103	4PYRDX	4PYRDX
2610	ABTt	MAR08343	ABTt	ABTti
2611	ACALDt	MAR04948	ACALDt	ACALDt
2612	ACNAMt2	MAR11308	ACNAMt2	ACNAMt2
2613	ADRNLt	MAR09192	ADRNLtu	ADRNLtu
2614	AKGtec
2615	ANDRSTNDNt
2616	APRGSTRNt	MAR07977	APRGSTRNte	HMR_7977
2617	ASCBt	MAR08618	ASCBt	ASCBt
2618	CHSTEROLABCte
2619	CHSTEROLt	MAR01911	CHSTEROLt	CHSTEROLt
2620	COt	MAR07798	COt	COt
2621	CREATt	MAR04992	r0942	r0942
2622	CRTSLt	MAR08678	CRTSLt	CRTSLt
2623	CRTSTRNt	MAR08679	CRTSTRNt	CRTSTRNt
2624	DHAt
2625	DHET1112te
2626	DHET1314te
2627	DHET56te
2628	DHET89te
2629	DHLIPTt
2630	DHNPTte	MAR07906	HMR_7906	HMR_7906
2631	DIHDPA1011te
2632	DIHDPA1314te
2633	DIHDPA1617te
2634	DIHDPA1920te
2635	DIHDPA78te
2636	DIHETE1112te
2637	DIHETE1718te
2638	DIHETE56te
2639	DIHETE78te
2640	DIHETEt1314e
2641	DIHOME910te
2642	DIHOMEt1213e
2643	EDP1011te
2644	EDP1314te
2645	EDP1617te
2646	EDP1920te
2647	EDP78te
2648	EEQ1112te
2649	EEQ1415te
2650	EEQ1718te
2651	EEQ56te
2652	EEQ89te
2653	EET1112te
2654	EET1314te
2655	EET56te
2656	EET89te
2657	EPOME1213te	MAR10151	C14826td	C14826td
2658	EPOME910te	MAR10149	C14825td	C14825td
2659	ERYLTt
2660	ESTRADIOLt	MAR08870	ESTRADIOLt	ESTRADIOLt
2661	ESTRONEt
2662	ETOHt	MAR05000	ETOHt	ETOHt
2663	FAt_hs_3_0	MAR01640	PPAtr	PPAt
2664	FUMtr	MAR09828	FUMtr	FUMtr
2665	GALTt	MAR10356	GALTt	GALTt
2666	GLYC_Rt	MAR08893	GLYC_Rt	GLYC_Rt
2667	GLYC_St	MAR01385	GLYC_St	GLYC_St
2668	H2St
2669	HDHA10te
2670	HDHA11te
2671	HDHA13te
2672	HDHA14te
2673	HDHA16te
2674	HDHA17te
2675	HDHA20te
2676	HDHA4te
2677	HDHA7te
2678	HDHA8te
2679	HEPE11te
2680	HEPE12te
2681	HEPE15te
2682	HEPE18te
2683	HEPE5te
2684	HEPE8te
2685	HEPE9te
2686	HETE11te
2687	HETE12te	MAR02404	r2346	r2346
2688	HETE15te
2689	HETE5te	MAR10019	C04805td	C04805td
2690	HETE8te
2691	HETE9te
2692	HISTAt	MAR04999	HISTAtu	HISTAtu
2693	HNO2t
2694	HODE13te
2695	HODE9te
2696	HOMOVALt
2697	HONOOt
2698	Ht	MAR11318	Ht	The
2699	LDPAMt	MAR06732	DOPAtu	DOPAtu
2700	LEUKTRA4t	MAR06254	LEUKTRA4t	LEUKTRA4t
2701	LEUKTRA5t
2702	LIPTt
2703	LIt
2704	MALt	MAR09030	MALt	MAL_Lte
2705	MEPIt	MAR10480	MEPIt	MEPIt
2706	N2O3t
2707	NACt	MAR04989	NACt	NACDe;NACUP
2708	NCAMt	MAR04969	NCAMUP	NCAMUP;NCAMDe
2709	NORMETEt	MAR10479	NORMETEt	NORMETEt
2710	NRPPHRt	MAR06241	NRPPHRtu	NRPPHRtu
2711	OH1t
2712	PETHt
2713	PISCRt
2714	PIt	MAR02351	PIt	r1423
2715	PNTOt
2716	PRGSTRNt	MAR08931	PRGSTRNt	PRGSTRNt
2717	PTRCtex2	MAR08989	PTRCtex2	PTCRTD
2718	PYDAMtr	MAR05010	PYDAMtr	PYDAMtr
2719	PYDXNtr	MAR04993	PYDXNtr	PYDXNtr
2720	PYDXtr	MAR04062	PYDXtr	PYDXtr
2721	RBTt	MAR05002	RBTt	RBTt
2722	RETt	MAR06628	RETt	RETt
2723	RIBt	MAR04958	RIBt	RIBt
2724	RNAMHt
2725	SBT_Dt		SBT_Dt
2726	SMSCRt
2727	SNOCYSt
2728	SPHGNSte	MAR09641	SPHGNSte	SPHGNSte
2729	SPHGNte	MAR11958	SPHGNte	SPHGNte
2730	SPMDtex2	MAR04994	SPMDtex2	r0944;SPMTDe
2731	SPRMt2	MAR11317	SPRMt2i	SPRMt2r
2732	SRTNt	MAR06243	SRTNtu	SRTNtu
2733	THMt	MAR11320	THMtrbc	THMtrbc
2734	TSTSTERONEt	MAR08852	TSTSTERONEt	TSTSTERONEt
2735	URATEt	MAR09198	URATEt	URATEt
2736	VANILLACte	MAR11473	VANILLACte	VANILLACte
2737	XANt	MAR09833	XANt	XANtr
2738	XYLTt	MAR07253	XYLTt	XYLTt
2739	XYLU_Dt
2740	ZN2t	MAR06370		r2465
2741	ACACT1	MAR01434	ACACT1r	ACACT1r
2742	ACITL	MAR04149	ACITL	ACITL
2743	ACONT	MAR04454	ACONT	ACONT
2744	LALDO	MAR08502	LALDO	LALDO
2745	FUM	MAR08222	FUM	FUCGALGBSIDEtg
2746	ICDHy	MAR00710	ICDHyr	ICDHy
2747	ME2	MAR04089	ME2	ME2
2748	OAADC	MAR11430	OAADC	OAADC
2749	GLYCLTDy	MAR07702	GLYCLTDy	GLYCLTDy
2750	LALDO2x	MAR03856	ALCD22_D	LALDO2x;ALCD22_D
2751	LALDO2y	MAR08501	LALDD	HMR_8501
2752	PGLYCP	MAR09558	PGLYCP	PGLYCP
2753	GLXO1	MAR08780	GLXO1	GLXO1
2754	GLYCLTDx
2755	MDH	MAR04139	MDH	MDH
2756	PGLYCK
2757	2H3MV	MAR11476	2H3MVc	2H3MVc
2758	2HIV	MAR11479	2HIVc	2HIVc
2759	PYDAMK	MAR04068	PYDAMK	PYDAMK
2760	PYDXK	MAR04065	PYDXK	PYDXK
2761	PYDXNK	MAR04066	PYDXNK	PYDXNK
2762	PDX5PO	MAR04067	PDX5POi	PDX5PO
2763	PYAM5PO	MAR04069	PYAM5PO	PYAM5POr
2764	PDXPP	MAR08725	PDXPP	PDXPP
2765	PYDAMPP	MAR08724	HYPOE	HYPOE
2766	PYDXPP	MAR04064	PYDXPP	PYDXPP
2767	PYDXDH	MAR08102	PYDXDH	PYDXDH
2768	AVITE1RCYTB5R
2769	AVITE1RASCBR1
2770	AVITE1RQ10H2R
2771	AVITE1RQ10HR
2772	PEPCK	MAR04101	PEPCK_re	PEPCK
	NTPA	MAR03964	ATPM;NTP1	DM_atp_c_
	NTPG		NTP3
	NTPPDI	MAR07879	NTPP10	NTPP10
	NTPPX	MAR08488	NTPP11	NTPP11
	NTPPI	MAR08489	NTPP9	NTPP9
	NDPAe	MAR03999	ATPH2e	ATPH2e
	NTPAe
	NTDAe	MAR04081	NTD7e	NTD7e
	NTPPDC
	NDPC	MAR04516	NDP6	NDP6
	DPMVD	MAR01451	DPMVD	DPMVDc
	CHLSTI1	MAR01512	CHLSTI_1	HMR_1512
	DMATT	MAR01457	DMATT	DMATT
	GRTT	MAR01460	GRTT	GRTT
	CHLSTD78I	MAR01553	CHLSTD78I	RE3136C
	LNSTLS	MAR01473	LNSTLS	LNSTLS
	HBO2B2
