#TCID	Subfamily	Family	Fam_abbreviation	Superfamily
1.C.29.1.1	1.C.29.1	1.C.29	Plantaricin EF	Bacterial Bacteriocin (BB) Superfamily
1.C.29.1.2	1.C.29.1	1.C.29	Plantaricin EF	Bacterial Bacteriocin (BB) Superfamily
1.C.29.1.3	1.C.29.1	1.C.29	Plantaricin EF	Bacterial Bacteriocin (BB) Superfamily
1.C.3.1.1	1.C.3.1	1.C.3	aHL	Aerolysin Superfamily
1.C.3.2.1	1.C.3.2	1.C.3	aHL	Aerolysin Superfamily
1.C.3.2.2	1.C.3.2	1.C.3	aHL	Aerolysin Superfamily
1.C.3.2.3	1.C.3.2	1.C.3	aHL	Aerolysin Superfamily
1.C.3.2.4	1.C.3.2	1.C.3	aHL	Aerolysin Superfamily
1.C.3.2.5	1.C.3.2	1.C.3	aHL	Aerolysin Superfamily
1.C.3.2.6	1.C.3.2	1.C.3	aHL	Aerolysin Superfamily
1.C.3.3.1	1.C.3.3	1.C.3	aHL	Aerolysin Superfamily
1.C.3.3.2	1.C.3.3	1.C.3	aHL	Aerolysin Superfamily
1.C.3.4.1	1.C.3.4	1.C.3	aHL	Aerolysin Superfamily
1.C.3.4.2	1.C.3.4	1.C.3	aHL	Aerolysin Superfamily
1.C.3.4.3	1.C.3.4	1.C.3	aHL	Aerolysin Superfamily
1.C.3.4.4	1.C.3.4	1.C.3	aHL	Aerolysin Superfamily
1.C.3.4.5	1.C.3.4	1.C.3	aHL	Aerolysin Superfamily
1.C.3.4.6	1.C.3.4	1.C.3	aHL	Aerolysin Superfamily
1.C.3.4.7	1.C.3.4	1.C.3	aHL	Aerolysin Superfamily
1.C.3.5.1	1.C.3.5	1.C.3	aHL	Aerolysin Superfamily
1.C.30.1.1	1.C.30.1	1.C.30	Plantaricin JK	Bacterial Bacteriocin (BB) Superfamily
1.C.30.1.2	1.C.30.1	1.C.30	Plantaricin JK	Bacterial Bacteriocin (BB) Superfamily
1.C.30.1.3	1.C.30.1	1.C.30	Plantaricin JK	Bacterial Bacteriocin (BB) Superfamily
1.C.30.1.4	1.C.30.1	1.C.30	Plantaricin JK	Bacterial Bacteriocin (BB) Superfamily
1.C.30.1.5	1.C.30.1	1.C.30	Plantaricin JK	Bacterial Bacteriocin (BB) Superfamily
1.C.30.1.6	1.C.30.1	1.C.30	Plantaricin JK	Bacterial Bacteriocin (BB) Superfamily
1.C.31.1.1	1.C.31.1	1.C.31	Colicin V	Bacterial Bacteriocin (BB) Superfamily
1.C.31.1.2	1.C.31.1	1.C.31	Colicin V	Bacterial Bacteriocin (BB) Superfamily
1.C.31.1.3	1.C.31.1	1.C.31	Colicin V	Bacterial Bacteriocin (BB) Superfamily
1.C.31.2.1	1.C.31.2	1.C.31	Colicin V	Bacterial Bacteriocin (BB) Superfamily
1.C.32.1.1	1.C.32.1	1.C.32	Mastoparan	Cecropin Superfamily
1.C.32.1.2	1.C.32.1	1.C.32	Mastoparan	Cecropin Superfamily
1.C.32.1.3	1.C.32.1	1.C.32	Mastoparan	Cecropin Superfamily
1.C.32.1.4	1.C.32.1	1.C.32	Mastoparan	Cecropin Superfamily
1.C.32.1.5	1.C.32.1	1.C.32	Mastoparan	Cecropin Superfamily
1.C.32.1.6	1.C.32.1	1.C.32	Mastoparan	Cecropin Superfamily
1.C.32.1.7	1.C.32.1	1.C.32	Mastoparan	Cecropin Superfamily
1.C.32.2.1	1.C.32.2	1.C.32	Mastoparan	Cecropin Superfamily
1.C.32.2.2	1.C.32.2	1.C.32	Mastoparan	Cecropin Superfamily
1.C.32.3.1	1.C.32.3	1.C.32	Mastoparan	Cecropin Superfamily
1.C.39.1.1	1.C.39.1	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.1.2	1.C.39.1	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.1.3	1.C.39.1	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.1.4	1.C.39.1	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.10.1	1.C.39.10	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.10.2	1.C.39.10	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.10.3	1.C.39.10	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.10.4	1.C.39.10	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.11.1	1.C.39.11	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.11.2	1.C.39.11	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.11.3	1.C.39.11	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.11.4	1.C.39.11	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.12.1	1.C.39.12	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.12.2	1.C.39.12	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.12.3	1.C.39.12	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.12.4	1.C.39.12	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.13.1	1.C.39.13	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.13.2	1.C.39.13	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.13.3	1.C.39.13	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.13.4	1.C.39.13	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.13.5	1.C.39.13	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.13.6	1.C.39.13	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.13.7	1.C.39.13	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.13.8	1.C.39.13	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.14.1	1.C.39.14	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.14.2	1.C.39.14	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.14.3	1.C.39.14	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.14.4	1.C.39.14	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.14.5	1.C.39.14	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.15.1	1.C.39.15	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.15.2	1.C.39.15	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.16.1	1.C.39.16	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.16.2	1.C.39.16	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.17.1	1.C.39.17	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.17.2	1.C.39.17	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.2.1	1.C.39.2	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.2.2	1.C.39.2	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.2.3	1.C.39.2	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.2.4	1.C.39.2	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.2.5	1.C.39.2	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.2.6	1.C.39.2	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.2.7	1.C.39.2	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.2.8	1.C.39.2	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.3.1	1.C.39.3	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.3.2	1.C.39.3	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.3.3	1.C.39.3	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.3.4	1.C.39.3	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.3.5	1.C.39.3	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.3.6	1.C.39.3	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.4.1	1.C.39.4	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.4.2	1.C.39.4	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.4.3	1.C.39.4	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.4.4	1.C.39.4	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.4.5	1.C.39.4	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.4.6	1.C.39.4	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.4.7	1.C.39.4	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.4.8	1.C.39.4	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.4.9	1.C.39.4	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.5.1	1.C.39.5	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.5.2	1.C.39.5	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.5.3	1.C.39.5	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.5.4	1.C.39.5	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.5.5	1.C.39.5	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.6.1	1.C.39.6	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.6.2	1.C.39.6	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.6.3	1.C.39.6	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.6.4	1.C.39.6	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.6.5	1.C.39.6	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.6.6	1.C.39.6	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.7.1	1.C.39.7	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.7.2	1.C.39.7	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.7.3	1.C.39.7	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.7.4	1.C.39.7	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.7.5	1.C.39.7	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.8.1	1.C.39.8	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.8.2	1.C.39.8	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.8.3	1.C.39.8	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.9.1	1.C.39.9	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.9.2	1.C.39.9	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.9.3	1.C.39.9	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.9.4	1.C.39.9	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.39.9.5	1.C.39.9	1.C.39	MACPF	MACPF/TMPRSS/SelP-R Superfamily
1.C.4.1.1	1.C.4.1	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.1.2	1.C.4.1	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.2.1	1.C.4.2	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.2.2	1.C.4.2	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.3.1	1.C.4.3	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.4.1	1.C.4.4	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.4.2	1.C.4.4	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.4.3	1.C.4.4	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.4.4	1.C.4.4	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.4.5	1.C.4.4	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.5.1	1.C.4.5	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.5.2	1.C.4.5	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.5.3	1.C.4.5	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.6.1	1.C.4.6	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.6.2	1.C.4.6	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.7.1	1.C.4.7	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.7.2	1.C.4.7	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.7.3	1.C.4.7	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.8.1	1.C.4.8	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.8.2	1.C.4.8	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.8.3	1.C.4.8	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.4.8.4	1.C.4.8	1.C.4	Aerolysin	Aerolysin Superfamily
1.C.41.1.1	1.C.41.1	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.1.2	1.C.41.1	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.1.3	1.C.41.1	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.1.4	1.C.41.1	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.1.5	1.C.41.1	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.2.1	1.C.41.2	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.2.10	1.C.41.2	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.2.2	1.C.41.2	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.2.3	1.C.41.2	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.2.4	1.C.41.2	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.2.5	1.C.41.2	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.2.6	1.C.41.2	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.2.7	1.C.41.2	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.2.8	1.C.41.2	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.3.1	1.C.41.3	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.3.2	1.C.41.3	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.3.3	1.C.41.3	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.41.3.4	1.C.41.3	1.C.41	HBL	Pore-forming Cytotoxin (PfCTx) Superfamily
1.C.43.1.1	1.C.43.1	1.C.43	Lysenin	Aerolysin Superfamily
1.C.43.1.2	1.C.43.1	1.C.43	Lysenin	Aerolysin Superfamily
1.C.43.1.3	1.C.43.1	1.C.43	Lysenin	Aerolysin Superfamily
1.C.43.1.4	1.C.43.1	1.C.43	Lysenin	Aerolysin Superfamily
1.C.43.1.5	1.C.43.1	1.C.43	Lysenin	Aerolysin Superfamily
1.C.45.1.1	1.C.45.1	1.C.45	PD	Defensin Superfamily
1.C.45.1.2	1.C.45.1	1.C.45	PD	Defensin Superfamily
1.C.45.1.3	1.C.45.1	1.C.45	PD	Defensin Superfamily
1.C.45.1.4	1.C.45.1	1.C.45	PD	Defensin Superfamily
1.C.45.1.5	1.C.45.1	1.C.45	PD	Defensin Superfamily
1.C.45.1.6	1.C.45.1	1.C.45	PD	Defensin Superfamily
1.C.45.1.7	1.C.45.1	1.C.45	PD	Defensin Superfamily
1.C.45.2.1	1.C.45.2	1.C.45	PD	Defensin Superfamily
1.C.45.2.2	1.C.45.2	1.C.45	PD	Defensin Superfamily
1.C.45.2.3	1.C.45.2	1.C.45	PD	Defensin Superfamily
1.C.45.3.1	1.C.45.3	1.C.45	PD	Defensin Superfamily
1.C.45.3.2	1.C.45.3	1.C.45	PD	Defensin Superfamily
1.C.45.4.1	1.C.45.4	1.C.45	PD	Defensin Superfamily
1.C.45.4.2	1.C.45.4	1.C.45	PD	Defensin Superfamily
1.C.45.5.1	1.C.45.5	1.C.45	PD	Defensin Superfamily
1.C.45.5.2	1.C.45.5	1.C.45	PD	Defensin Superfamily
1.C.45.5.3	1.C.45.5	1.C.45	PD	Defensin Superfamily
1.C.45.5.4	1.C.45.5	1.C.45	PD	Defensin Superfamily
1.C.45.5.5	1.C.45.5	1.C.45	PD	Defensin Superfamily
1.C.47.1.1	1.C.47.1	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.1.10	1.C.47.1	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.1.11	1.C.47.1	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.1.2	1.C.47.1	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.1.3	1.C.47.1	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.1.4	1.C.47.1	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.1.5	1.C.47.1	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.1.6	1.C.47.1	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.1.7	1.C.47.1	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.1.8	1.C.47.1	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.1.9	1.C.47.1	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.2.1	1.C.47.2	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.3.1	1.C.47.3	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.3.2	1.C.47.3	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.3.3	1.C.47.3	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.3.4	1.C.47.3	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.4.1	1.C.47.4	1.C.47	Insect Defensin	Defensin Superfamily
1.C.47.5.1	1.C.47.5	1.C.47	Insect Defensin	Defensin Superfamily
1.C.5.1.1	1.C.5.1	1.C.5	e-toxin	Aerolysin Superfamily
1.C.5.1.2	1.C.5.1	1.C.5	e-toxin	Aerolysin Superfamily
1.C.5.1.3	1.C.5.1	1.C.5	e-toxin	Aerolysin Superfamily
1.C.5.2.1	1.C.5.2	1.C.5	e-toxin	Aerolysin Superfamily
1.C.5.2.2	1.C.5.2	1.C.5	e-toxin	Aerolysin Superfamily
1.C.5.2.3	1.C.5.2	1.C.5	e-toxin	Aerolysin Superfamily
1.C.5.3.1	1.C.5.3	1.C.5	e-toxin	Aerolysin Superfamily
1.C.50.1.1	1.C.50.1	1.C.50	AßPP	Beta-Amyloid Protein-Protease Inhibitor Superfamily
1.C.50.1.2	1.C.50.1	1.C.50	AßPP	Beta-Amyloid Protein-Protease Inhibitor Superfamily
1.C.50.1.3	1.C.50.1	1.C.50	AßPP	Beta-Amyloid Protein-Protease Inhibitor Superfamily
1.C.50.1.4	1.C.50.1	1.C.50	AßPP	Beta-Amyloid Protein-Protease Inhibitor Superfamily
1.C.51.1.1	1.C.51.1	1.C.51	Pilosulin	Cecropin Superfamily
1.C.52.1.1	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.10	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.11	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.12	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.13	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.14	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.15	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.16	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.17	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.18	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.19	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.2	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.20	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.21	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.22	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.23	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.24	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.25	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.26	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.27	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.28	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.29	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.3	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.30	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.31	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.32	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.33	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.34	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.35	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.36	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.37	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.4	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.5	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.6	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.7	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.8	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.1.9	1.C.52.1	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.2.1	1.C.52.2	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.2.2	1.C.52.2	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.52.2.3	1.C.52.2	1.C.52	Dermaseptin	Cecropin Superfamily
1.C.53.1.1	1.C.53.1	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.1.2	1.C.53.1	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.1.3	1.C.53.1	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.1.4	1.C.53.1	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.1.5	1.C.53.1	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.1.6	1.C.53.1	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.1.7	1.C.53.1	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.1.8	1.C.53.1	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.2.1	1.C.53.2	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.2.10	1.C.53.2	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.2.11	1.C.53.2	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.2.2	1.C.53.2	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.2.3	1.C.53.2	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.2.4	1.C.53.2	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.2.5	1.C.53.2	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.2.6	1.C.53.2	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.2.7	1.C.53.2	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.2.8	1.C.53.2	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.53.2.9	1.C.53.2	1.C.53	Lactocyclicin Q	Bacterial Bacteriocin (BB) Superfamily
1.C.56.1.1	1.C.56.1	1.C.56	HrpZ	RTX-toxin Superfamily
1.C.56.1.2	1.C.56.1	1.C.56	HrpZ	RTX-toxin Superfamily
1.C.56.1.3	1.C.56.1	1.C.56	HrpZ	RTX-toxin Superfamily
1.C.56.1.4	1.C.56.1	1.C.56	HrpZ	RTX-toxin Superfamily
1.C.57.1.1	1.C.57.1	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.1.2	1.C.57.1	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.1.3	1.C.57.1	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.1.4	1.C.57.1	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.1.5	1.C.57.1	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.1.6	1.C.57.1	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.2.1	1.C.57.2	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.2.2	1.C.57.2	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.2.3	1.C.57.2	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.3.1	1.C.57.3	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.3.2	1.C.57.3	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.3.3	1.C.57.3	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.3.4	1.C.57.3	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.3.5	1.C.57.3	1.C.57	CCT	RTX-toxin Superfamily
1.C.57.4.1	1.C.57.4	1.C.57	CCT	RTX-toxin Superfamily
1.C.60.1.1	1.C.60.1	1.C.60	EFC	Lantibiotic Bacteriocin (La-Ba) Superfamily
1.C.60.1.10	1.C.60.1	1.C.60	EFC	Lantibiotic Bacteriocin (La-Ba) Superfamily
