enzyme	enzyme_keff	reactions	direction
enzyme_ACHEe_rev	234000.0	ACHEe	ach_e + h2o_e <-- ac_e + chol_e + h_e
enzyme_ACITL_fwd	234000.0	ACITL	atp_c + cit_c + coa_c --> accoa_c + adp_c + oaa_c + pi_c
enzyme_ACITL_rev	234000.0	ACITL	atp_c + cit_c + coa_c <-- accoa_c + adp_c + oaa_c + pi_c
enzyme_ACNAM9PL2_fwd	234000.0	ACNAM9PL2	h2o_c + man6p_c + pep_c --> kdnp_c + pi_c
enzyme_ACNAM9PL2_rev	234000.0	ACNAM9PL2	h2o_c + man6p_c + pep_c <-- kdnp_c + pi_c
enzyme_ACNAM9PL3_fwd	234000.0	ACNAM9PL3	acmana_c + h2o_c + pep_c --> acnam_c + pi_c
enzyme_ACNAM9PL3_rev	234000.0	ACNAM9PL3	acmana_c + h2o_c + pep_c <-- acnam_c + pi_c
enzyme_ACNAM9PL_fwd	234000.0	ACNAM9PL	acmanap_c + h2o_c + pep_c --> acnamp_c + pi_c
enzyme_ACNAM9PL_rev	234000.0	ACNAM9PL	acmanap_c + h2o_c + pep_c <-- acnamp_c + pi_c
enzyme_ACNAMPH_fwd	234000.0	ACNAMPH	acnamp_c + h2o_c --> acnam_c + pi_c
enzyme_ACNAMPH_rev	234000.0	ACNAMPH	acnamp_c + h2o_c <-- acnam_c + pi_c
enzyme_ACNML_fwd	234000.0	ACNML	acnam_c --> acmana_c + pyr_c
enzyme_ACNML_rev	234000.0	ACNML	acnam_c <-- acmana_c + pyr_c
enzyme_ACONT_fwd	234000.0	ACONT	cit_c --> icit_c
enzyme_ACONT_rev	234000.0	ACONT	cit_c <-- icit_c
enzyme_ACYP_fwd	234000.0	ACYP	13dpg_c + h2o_c --> 3pg_c + h_c + pi_c
enzyme_ACYP_rev	234000.0	ACYP	13dpg_c + h2o_c <-- 3pg_c + h_c + pi_c
enzyme_AC_GLYCLTtex_fwd	234000.0	AC_GLYCLTtex	ac_c + glyclt_e --> ac_e + glyclt_c
enzyme_AC_GLYCLTtex_rev	234000.0	AC_GLYCLTtex	ac_c + glyclt_e <-- ac_e + glyclt_c
enzyme_ACt2_fwd	234000.0	ACt2	ac_c + h_c --> ac_e + h_e
enzyme_ACt2_rev	234000.0	ACt2	ac_c + h_c <-- ac_e + h_e
enzyme_ADA_fwd	234000.0	ADA	adn_c + h2o_c + h_c --> ins_c + nh4_c
enzyme_ADA_rev	234000.0	ADA	adn_c + h2o_c + h_c <-- ins_c + nh4_c
enzyme_ADEt_fwd	234000.0	ADEt	ade_c --> ade_e
enzyme_ADEt_rev	234000.0	ADEt	ade_c <-- ade_e
enzyme_ADK1_fwd	234000.0	ADK1	amp_c + atp_c --> 2.0 adp_c
enzyme_ADK1_rev	234000.0	ADK1	amp_c + atp_c <-- 2.0 adp_c
enzyme_ADK3_fwd	234000.0	ADK3	amp_c + gtp_c --> adp_c + gdp_c
enzyme_ADK3_rev	234000.0	ADK3	amp_c + gtp_c <-- adp_c + gdp_c
enzyme_ADK4_fwd	234000.0	ADK4	amp_c + itp_c --> adp_c + idp_c
enzyme_ADK4_rev	234000.0	ADK4	amp_c + itp_c <-- adp_c + idp_c
enzyme_ADK5_fwd	234000.0	ADK5	amp_c + ctp_c --> adp_c + cdp_c
enzyme_ADK5_rev	234000.0	ADK5	amp_c + ctp_c <-- adp_c + cdp_c
enzyme_ADK6_fwd	234000.0	ADK6	amp_c + utp_c --> adp_c + udp_c
enzyme_ADK6_rev	234000.0	ADK6	amp_c + utp_c <-- adp_c + udp_c
enzyme_ADK7_fwd	234000.0	ADK7	amp_c + thmtp_c --> adp_c + thmpp_c
enzyme_ADK7_rev	234000.0	ADK7	amp_c + thmtp_c <-- adp_c + thmpp_c
enzyme_ADMARGARGtex_fwd	234000.0	ADMARGARGtex	admarg__L_e + arg__L_c --> admarg__L_c + arg__L_e
enzyme_ADMARGARGtex_rev	234000.0	ADMARGARGtex	admarg__L_e + arg__L_c <-- admarg__L_c + arg__L_e
enzyme_ADMARGCITRtex_fwd	234000.0	ADMARGCITRtex	admarg__L_e + citr__L_c --> admarg__L_c + citr__L_e
enzyme_ADMARGCITRtex_rev	234000.0	ADMARGCITRtex	admarg__L_e + citr__L_c <-- admarg__L_c + citr__L_e
enzyme_ADMARGHIStex_fwd	234000.0	ADMARGHIStex	admarg__L_e + his__L_c --> admarg__L_c + his__L_e
enzyme_ADMARGHIStex_rev	234000.0	ADMARGHIStex	admarg__L_e + his__L_c <-- admarg__L_c + his__L_e
enzyme_ADMARGLYStex_fwd	234000.0	ADMARGLYStex	admarg__L_e + lys__L_c --> admarg__L_c + lys__L_e
enzyme_ADMARGLYStex_rev	234000.0	ADMARGLYStex	admarg__L_e + lys__L_c <-- admarg__L_c + lys__L_e
enzyme_ADMARGORNtex_fwd	234000.0	ADMARGORNtex	admarg__L_e + orn__L_c --> admarg__L_c + orn__L_e
enzyme_ADMARGORNtex_rev	234000.0	ADMARGORNtex	admarg__L_e + orn__L_c <-- admarg__L_c + orn__L_e
enzyme_ADMARGt_L_fwd	234000.0	ADMARGt_L	admarg__L_e --> admarg__L_c
enzyme_ADMARGt_L_rev	234000.0	ADMARGt_L	admarg__L_e <-- admarg__L_c
enzyme_ADNCYC_fwd	234000.0	ADNCYC	atp_c --> 35camp_c + ppi_c
enzyme_ADNCYC_rev	234000.0	ADNCYC	atp_c <-- 35camp_c + ppi_c
enzyme_ADNK1_fwd	234000.0	ADNK1	adn_c + atp_c --> adp_c + amp_c + h_c
enzyme_ADNK1_rev	234000.0	ADNK1	adn_c + atp_c <-- adp_c + amp_c + h_c
enzyme_ADNt_fwd	234000.0	ADNt	adn_c --> adn_e
enzyme_ADNt_rev	234000.0	ADNt	adn_c <-- adn_e
enzyme_ADPGK_fwd	234000.0	ADPGK	adp_c + glc__D_c --> amp_c + g6p_c + h_c
enzyme_ADPGK_rev	234000.0	ADPGK	adp_c + glc__D_c <-- amp_c + g6p_c + h_c
enzyme_ADPGKa_fwd	234000.0	ADPGKa	adp_c + glc__aD_c --> amp_c + g6p__aD_c + h_c
enzyme_ADPGKa_rev	234000.0	ADPGKa	adp_c + glc__aD_c <-- amp_c + g6p__aD_c + h_c
enzyme_ADPRDACAC2_fwd	234000.0	ADPRDACAC2	2acadprib_c + h2o_c --> ac_c + adprib_c + h_c
enzyme_ADPRDACAC2_rev	234000.0	ADPRDACAC2	2acadprib_c + h2o_c <-- ac_c + adprib_c + h_c
enzyme_ADPRDP_fwd	234000.0	ADPRDP	adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c
enzyme_ADPRDP_rev	234000.0	ADPRDP	adprib_c + h2o_c <-- amp_c + 2.0 h_c + r5p_c
enzyme_ADPRPI_fwd	234000.0	ADPRPI	adprib_c --> adpribu_c
enzyme_ADPRPI_rev	234000.0	ADPRPI	adprib_c <-- adpribu_c
enzyme_ADPRUDP_fwd	234000.0	ADPRUDP	adpribu_c + h2o_c --> amp_c + 2.0 h_c + ru5p__D_c
enzyme_ADPRUDP_rev	234000.0	ADPRUDP	adpribu_c + h2o_c <-- amp_c + 2.0 h_c + ru5p__D_c
enzyme_ADPT_fwd	234000.0	ADPT	ade_c + prpp_c --> amp_c + ppi_c
enzyme_ADPT_rev	234000.0	ADPT	ade_c + prpp_c <-- amp_c + ppi_c
enzyme_ADRNCHR1ERx_fwd	234000.0	ADRNCHR1ERx	2.0 adrnchrm_c + h_c + nadh_c --> 2.0 adrnchrmsqn_c + nad_c
enzyme_ADRNCHR1ERx_rev	234000.0	ADRNCHR1ERx	2.0 adrnchrm_c + h_c + nadh_c <-- 2.0 adrnchrmsqn_c + nad_c
enzyme_ADRNCHR2ERy_fwd	234000.0	ADRNCHR2ERy	adrnchrm_c + h_c + nadph_c --> leuadrnchrm_c + nadp_c
enzyme_ADRNCHR2ERy_rev	234000.0	ADRNCHR2ERy	adrnchrm_c + h_c + nadph_c <-- leuadrnchrm_c + nadp_c
enzyme_ADRNCHR2ERz_fwd	234000.0	ADRNCHR2ERz	adrnchrm_c + h_c + rnamh_c --> leuadrnchrm_c + rnam_c
enzyme_ADRNCHR2ERz_rev	234000.0	ADRNCHR2ERz	adrnchrm_c + h_c + rnamh_c <-- leuadrnchrm_c + rnam_c
enzyme_ADRNCHRGST_fwd	234000.0	ADRNCHRGST	adrnchrm_c + gthrd_c --> 5sgthleuadrnchrm_c
enzyme_ADRNCHRGST_rev	234000.0	ADRNCHRGST	adrnchrm_c + gthrd_c <-- 5sgthleuadrnchrm_c
enzyme_ADRNLGTHABCte_fwd	234000.0	ADRNLGTHABCte	5sgthadrnl__L_c + atp_c + h2o_c --> 5sgthadrnl__L_e + adp_c + h_c + pi_c
enzyme_ADRNLGTHABCte_rev	234000.0	ADRNLGTHABCte	5sgthadrnl__L_c + atp_c + h2o_c <-- 5sgthadrnl__L_e + adp_c + h_c + pi_c
enzyme_ADRNLPX_L_fwd	234000.0	ADRNLPX_L	2.0 adrnl__L_c + h2o2_c --> 2.0 adrnlsqn__L_c + 2.0 h2o_c
enzyme_ADRNLPX_L_rev	234000.0	ADRNLPX_L	2.0 adrnl__L_c + h2o2_c <-- 2.0 adrnlsqn__L_c + 2.0 h2o_c
enzyme_ADRNLQ1ERx_L_fwd	234000.0	ADRNLQ1ERx_L	2.0 adrnlqn__L_c + h_c + nadh_c --> 2.0 adrnlsqn__L_c + nad_c
enzyme_ADRNLQ1ERx_L_rev	234000.0	ADRNLQ1ERx_L	2.0 adrnlqn__L_c + h_c + nadh_c <-- 2.0 adrnlsqn__L_c + nad_c
enzyme_ADRNLQ2ERy_L_fwd	234000.0	ADRNLQ2ERy_L	adrnlqn__L_c + h_c + nadph_c --> adrnl__L_c + nadp_c
enzyme_ADRNLQ2ERy_L_rev	234000.0	ADRNLQ2ERy_L	adrnlqn__L_c + h_c + nadph_c <-- adrnl__L_c + nadp_c
enzyme_ADRNLQ2ERz_L_fwd	234000.0	ADRNLQ2ERz_L	adrnlqn__L_c + h_c + rnamh_c --> adrnl__L_c + rnam_c
enzyme_ADRNLQ2ERz_L_rev	234000.0	ADRNLQ2ERz_L	adrnlqn__L_c + h_c + rnamh_c <-- adrnl__L_c + rnam_c
enzyme_ADRNLQGST_L_fwd	234000.0	ADRNLQGST_L	adrnlqn__L_c + gthrd_c --> 5sgthadrnl__L_c
enzyme_ADRNLQGST_L_rev	234000.0	ADRNLQGST_L	adrnlqn__L_c + gthrd_c <-- 5sgthadrnl__L_c
enzyme_ADSL1_fwd	234000.0	ADSL1	succamp_c --> amp_c + fum_c
enzyme_ADSL1_rev	234000.0	ADSL1	succamp_c <-- amp_c + fum_c
enzyme_ADSL2_fwd	234000.0	ADSL2	saicar_c --> aicar_c + fum_c
enzyme_ADSL2_rev	234000.0	ADSL2	saicar_c <-- aicar_c + fum_c
enzyme_ADSS_fwd	234000.0	ADSS	asp__L_c + gtp_c + imp_c --> gdp_c + 2.0 h_c + pi_c + succamp_c
enzyme_ADSS_rev	234000.0	ADSS	asp__L_c + gtp_c + imp_c <-- gdp_c + 2.0 h_c + pi_c + succamp_c
enzyme_AGDC_fwd	234000.0	AGDC	acgam6p_c + h2o_c --> ac_c + gam6p_c
enzyme_AGDC_rev	234000.0	AGDC	acgam6p_c + h2o_c <-- ac_c + gam6p_c
enzyme_AHC_fwd	234000.0	AHC	ahcys__L_c + h2o_c --> adn_c + hcys__L_c
enzyme_AHC_rev	234000.0	AHC	ahcys__L_c + h2o_c <-- adn_c + hcys__L_c
enzyme_AHDTPPPH_fwd	234000.0	AHDTPPPH	ahdt_c + 3.0 h2o_c --> dhnpt_c + 2.0 h_c + 3.0 pi_c
enzyme_AHDTPPPH_rev	234000.0	AHDTPPPH	ahdt_c + 3.0 h2o_c <-- dhnpt_c + 2.0 h_c + 3.0 pi_c
enzyme_AICAK_fwd	234000.0	AICAK	aica_c + atp_c --> adp_c + aicar_c + h_c
enzyme_AICAK_rev	234000.0	AICAK	aica_c + atp_c <-- adp_c + aicar_c + h_c
enzyme_AICART_fwd	234000.0	AICART	10fthf_c + aicar_c --> fprica_c + thf_c
enzyme_AICART_rev	234000.0	AICART	10fthf_c + aicar_c <-- fprica_c + thf_c
enzyme_AICAt_fwd	234000.0	AICAt	aica_c --> aica_e
enzyme_AICAt_rev	234000.0	AICAt	aica_c <-- aica_e
enzyme_AICRT_fwd	234000.0	AICRT	aic_c + prpp_c --> aicar_c + ppi_c
enzyme_AICRT_rev	234000.0	AICRT	aic_c + prpp_c <-- aicar_c + ppi_c
enzyme_AICt_fwd	234000.0	AICt	aic_c --> aic_e
enzyme_AICt_rev	234000.0	AICt	aic_c <-- aic_e
enzyme_ALAADMARGNaEx_fwd	234000.0	ALAADMARGNaEx	admarg__L_c + ala__L_e + na1_e --> admarg__L_e + ala__L_c + na1_c
enzyme_ALAADMARGNaEx_rev	234000.0	ALAADMARGNaEx	admarg__L_c + ala__L_e + na1_e <-- admarg__L_e + ala__L_c + na1_c
enzyme_ALAARGNaEx_fwd	234000.0	ALAARGNaEx	ala__L_e + arg__L_c + na1_e --> ala__L_c + arg__L_e + na1_c
enzyme_ALAARGNaEx_rev	234000.0	ALAARGNaEx	ala__L_e + arg__L_c + na1_e <-- ala__L_c + arg__L_e + na1_c
enzyme_ALAASNNaEx_fwd	234000.0	ALAASNNaEx	ala__L_e + asn__L_c + na1_e --> ala__L_c + asn__L_e + na1_c
enzyme_ALAASNNaEx_rev	234000.0	ALAASNNaEx	ala__L_e + asn__L_c + na1_e <-- ala__L_c + asn__L_e + na1_c
enzyme_ALAASNex_fwd	234000.0	ALAASNex	ala__L_c + asn__L_e --> ala__L_e + asn__L_c
enzyme_ALAASNex_rev	234000.0	ALAASNex	ala__L_c + asn__L_e <-- ala__L_e + asn__L_c
enzyme_ALABt_fwd	234000.0	ALABt	ala_B_c --> ala_B_e
enzyme_ALABt_rev	234000.0	ALABt	ala_B_c <-- ala_B_e
enzyme_ALACITRNaEx_fwd	234000.0	ALACITRNaEx	ala__L_e + citr__L_c + na1_e --> ala__L_c + citr__L_e + na1_c
enzyme_ALACITRNaEx_rev	234000.0	ALACITRNaEx	ala__L_e + citr__L_c + na1_e <-- ala__L_c + citr__L_e + na1_c
enzyme_ALACYSNaEx_fwd	234000.0	ALACYSNaEx	ala__L_e + cys__L_c + na1_e --> ala__L_c + cys__L_e + na1_c
enzyme_ALACYSNaEx_rev	234000.0	ALACYSNaEx	ala__L_e + cys__L_c + na1_e <-- ala__L_c + cys__L_e + na1_c
enzyme_ALACYSex_fwd	234000.0	ALACYSex	ala__L_c + cys__L_e --> ala__L_e + cys__L_c
enzyme_ALACYSex_rev	234000.0	ALACYSex	ala__L_c + cys__L_e <-- ala__L_e + cys__L_c
enzyme_ALAGLNNaEx_fwd	234000.0	ALAGLNNaEx	ala__L_e + gln__L_c + na1_e --> ala__L_c + gln__L_e + na1_c
enzyme_ALAGLNNaEx_rev	234000.0	ALAGLNNaEx	ala__L_e + gln__L_c + na1_e <-- ala__L_c + gln__L_e + na1_c
enzyme_ALAGLNex_fwd	234000.0	ALAGLNex	ala__L_c + gln__L_e --> ala__L_e + gln__L_c
enzyme_ALAGLNex_rev	234000.0	ALAGLNex	ala__L_c + gln__L_e <-- ala__L_e + gln__L_c
enzyme_ALAGLYex_fwd	234000.0	ALAGLYex	ala__L_c + gly_e --> ala__L_e + gly_c
enzyme_ALAGLYex_rev	234000.0	ALAGLYex	ala__L_c + gly_e <-- ala__L_e + gly_c
enzyme_ALAHCYSNaEx_fwd	234000.0	ALAHCYSNaEx	ala__L_e + hcys__L_c + na1_e --> ala__L_c + hcys__L_e + na1_c
enzyme_ALAHCYSNaEx_rev	234000.0	ALAHCYSNaEx	ala__L_e + hcys__L_c + na1_e <-- ala__L_c + hcys__L_e + na1_c
enzyme_ALAILEex_fwd	234000.0	ALAILEex	ala__L_c + ile__L_e --> ala__L_e + ile__L_c
enzyme_ALAILEex_rev	234000.0	ALAILEex	ala__L_c + ile__L_e <-- ala__L_e + ile__L_c
enzyme_ALALEUex_fwd	234000.0	ALALEUex	ala__L_c + leu__L_e --> ala__L_e + leu__L_c
enzyme_ALALEUex_rev	234000.0	ALALEUex	ala__L_c + leu__L_e <-- ala__L_e + leu__L_c
enzyme_ALALYSNaEx_fwd	234000.0	ALALYSNaEx	ala__L_e + lys__L_c + na1_e --> ala__L_c + lys__L_e + na1_c
enzyme_ALALYSNaEx_rev	234000.0	ALALYSNaEx	ala__L_e + lys__L_c + na1_e <-- ala__L_c + lys__L_e + na1_c
enzyme_ALAMETex_fwd	234000.0	ALAMETex	ala__L_c + met__L_e --> ala__L_e + met__L_c
enzyme_ALAMETex_rev	234000.0	ALAMETex	ala__L_c + met__L_e <-- ala__L_e + met__L_c
enzyme_ALAMMARGNaEx_fwd	234000.0	ALAMMARGNaEx	ala__L_e + mmarg__L_c + na1_e --> ala__L_c + mmarg__L_e + na1_c
enzyme_ALAMMARGNaEx_rev	234000.0	ALAMMARGNaEx	ala__L_e + mmarg__L_c + na1_e <-- ala__L_c + mmarg__L_e + na1_c
enzyme_ALAORNNaEx_fwd	234000.0	ALAORNNaEx	ala__L_e + na1_e + orn__L_c --> ala__L_c + na1_c + orn__L_e
enzyme_ALAORNNaEx_rev	234000.0	ALAORNNaEx	ala__L_e + na1_e + orn__L_c <-- ala__L_c + na1_c + orn__L_e
enzyme_ALAPHEex_fwd	234000.0	ALAPHEex	ala__L_c + phe__L_e --> ala__L_e + phe__L_c
enzyme_ALAPHEex_rev	234000.0	ALAPHEex	ala__L_c + phe__L_e <-- ala__L_e + phe__L_c
enzyme_ALAPROASCT1_fwd	234000.0	ALAPROASCT1	ala__L_e + na1_e + pro__L_c --> ala__L_c + na1_c + pro__L_e
enzyme_ALAPROASCT1_rev	234000.0	ALAPROASCT1	ala__L_e + na1_e + pro__L_c <-- ala__L_c + na1_c + pro__L_e
enzyme_ALAPROex_fwd	234000.0	ALAPROex	ala__L_c + pro__L_e --> ala__L_e + pro__L_c
enzyme_ALAPROex_rev	234000.0	ALAPROex	ala__L_c + pro__L_e <-- ala__L_e + pro__L_c
enzyme_ALASERNaEx_fwd	234000.0	ALASERNaEx	ala__L_e + na1_e + ser__L_c --> ala__L_c + na1_c + ser__L_e
enzyme_ALASERNaEx_rev	234000.0	ALASERNaEx	ala__L_e + na1_e + ser__L_c <-- ala__L_c + na1_c + ser__L_e
enzyme_ALASERex_fwd	234000.0	ALASERex	ala__L_c + ser__L_e --> ala__L_e + ser__L_c
enzyme_ALASERex_rev	234000.0	ALASERex	ala__L_c + ser__L_e <-- ala__L_e + ser__L_c
enzyme_ALATA_L_fwd	234000.0	ALATA_L	akg_c + ala__L_c --> glu__L_c + pyr_c
enzyme_ALATA_L_rev	234000.0	ALATA_L	akg_c + ala__L_c <-- glu__L_c + pyr_c
enzyme_ALATHRNaEx_fwd	234000.0	ALATHRNaEx	ala__L_e + na1_e + thr__L_c --> ala__L_c + na1_c + thr__L_e
enzyme_ALATHRNaEx_rev	234000.0	ALATHRNaEx	ala__L_e + na1_e + thr__L_c <-- ala__L_c + na1_c + thr__L_e
enzyme_ALATHRex_fwd	234000.0	ALATHRex	ala__L_c + thr__L_e --> ala__L_e + thr__L_c
enzyme_ALATHRex_rev	234000.0	ALATHRex	ala__L_c + thr__L_e <-- ala__L_e + thr__L_c
enzyme_ALATRPex_fwd	234000.0	ALATRPex	ala__L_c + trp__L_e --> ala__L_e + trp__L_c
enzyme_ALATRPex_rev	234000.0	ALATRPex	ala__L_c + trp__L_e <-- ala__L_e + trp__L_c
enzyme_ALATYRex_fwd	234000.0	ALATYRex	ala__L_c + tyr__L_e --> ala__L_e + tyr__L_c
enzyme_ALATYRex_rev	234000.0	ALATYRex	ala__L_c + tyr__L_e <-- ala__L_e + tyr__L_c
enzyme_ALAVALex_fwd	234000.0	ALAVALex	ala__L_c + val__L_e --> ala__L_e + val__L_c
enzyme_ALAVALex_rev	234000.0	ALAVALex	ala__L_c + val__L_e <-- ala__L_e + val__L_c
enzyme_ALAtec_fwd	234000.0	ALAtec	ala__L_c --> ala__L_e
enzyme_ALAtec_rev	234000.0	ALAtec	ala__L_c <-- ala__L_e
enzyme_ALCD19y_fwd	234000.0	ALCD19y	glyald_c + h_c + nadph_c --> glyc_c + nadp_c
enzyme_ALCD19y_rev	234000.0	ALCD19y	glyald_c + h_c + nadph_c <-- glyc_c + nadp_c
enzyme_ALCD2x_fwd	234000.0	ALCD2x	etoh_c + nad_c --> acald_c + h_c + nadh_c
enzyme_ALCD2x_rev	234000.0	ALCD2x	etoh_c + nad_c <-- acald_c + h_c + nadh_c
enzyme_ALDD2x_fwd	234000.0	ALDD2x	acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c
enzyme_ALDD2x_rev	234000.0	ALDD2x	acald_c + h2o_c + nad_c <-- ac_c + 2.0 h_c + nadh_c
enzyme_ALDD2y_fwd	234000.0	ALDD2y	acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c
enzyme_ALDD2y_rev	234000.0	ALDD2y	acald_c + h2o_c + nadp_c <-- ac_c + 2.0 h_c + nadph_c
enzyme_ALKP_fwd	234000.0	ALKP	dhap_c + h2o_c --> dha_c + pi_c
enzyme_ALKP_rev	234000.0	ALKP	dhap_c + h2o_c <-- dha_c + pi_c
enzyme_ALR2y_fwd	234000.0	ALR2y	h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c
enzyme_ALR2y_rev	234000.0	ALR2y	h_c + mthgxl_c + nadph_c <-- acetol_c + nadp_c
enzyme_ALR3y_fwd	234000.0	ALR3y	acetol_c + h_c + nadph_c --> 12ppd__S_c + nadp_c
enzyme_ALR3y_rev	234000.0	ALR3y	acetol_c + h_c + nadph_c <-- 12ppd__S_c + nadp_c
enzyme_AMANK_fwd	234000.0	AMANK	acmana_c + atp_c --> acmanap_c + adp_c + h_c
enzyme_AMANK_rev	234000.0	AMANK	acmana_c + atp_c <-- acmanap_c + adp_c + h_c
enzyme_AMGLSDASEa_fwd	234000.0	AMGLSDASEa	ggnG7G1_c + h2o_c --> ggnG7_c + glc__aD_c
enzyme_AMGLSDASEa_rev	234000.0	AMGLSDASEa	ggnG7G1_c + h2o_c <-- ggnG7_c + glc__aD_c
enzyme_AMPDA_fwd	234000.0	AMPDA	amp_c + h2o_c + h_c --> imp_c + nh4_c
enzyme_AMPDA_rev	234000.0	AMPDA	amp_c + h2o_c + h_c <-- imp_c + nh4_c
enzyme_AMPINSPT_fwd	234000.0	AMPINSPT	amp_c + ins_c --> adn_c + imp_c
enzyme_AMPINSPT_rev	234000.0	AMPINSPT	amp_c + ins_c <-- adn_c + imp_c
enzyme_AMPTASECG_fwd	234000.0	AMPTASECG	cysgly_c + h2o_c --> cys__L_c + gly_c
enzyme_AMPTASECG_rev	234000.0	AMPTASECG	cysgly_c + h2o_c <-- cys__L_c + gly_c
enzyme_ANDRSTNDNRy_fwd	234000.0	ANDRSTNDNRy	andrstndn_c + h_c + nadph_c --> nadp_c + tststerone_c
enzyme_ANDRSTNDNRy_rev	234000.0	ANDRSTNDNRy	andrstndn_c + h_c + nadph_c <-- nadp_c + tststerone_c
enzyme_AP4AH1_fwd	234000.0	AP4AH1	ap4a_c + h2o_c --> amp_c + atp_c + 2.0 h_c
enzyme_AP4AH1_rev	234000.0	AP4AH1	ap4a_c + h2o_c <-- amp_c + atp_c + 2.0 h_c
enzyme_AP4ASYN_fwd	234000.0	AP4ASYN	2.0 atp_c + h_c --> ap4a_c + ppi_c
enzyme_AP4ASYN_rev	234000.0	AP4ASYN	2.0 atp_c + h_c <-- ap4a_c + ppi_c
enzyme_ARABR_Ly_fwd	234000.0	ARABR_Ly	arab__L_c + h_c + nadph_c --> abt__L_c + nadp_c
enzyme_ARABR_Ly_rev	234000.0	ARABR_Ly	arab__L_c + h_c + nadph_c <-- abt__L_c + nadp_c
enzyme_ARAB_Lt_fwd	234000.0	ARAB_Lt	arab__L_c --> arab__L_e
enzyme_ARAB_Lt_rev	234000.0	ARAB_Lt	arab__L_c <-- arab__L_e
enzyme_ARDFE2_fwd	234000.0	ARDFE2	dhmtp_c + o2_c --> 2kmb_c + for_c + h_c
enzyme_ARDFE2_rev	234000.0	ARDFE2	dhmtp_c + o2_c <-- 2kmb_c + for_c + h_c
enzyme_ARDNI2_fwd	234000.0	ARDNI2	dhmtp_c + o2_c --> 3mtp_c + co_c + for_c + h_c
enzyme_ARDNI2_rev	234000.0	ARDNI2	dhmtp_c + o2_c <-- 3mtp_c + co_c + for_c + h_c
enzyme_ARGCITRtex_fwd	234000.0	ARGCITRtex	arg__L_e + citr__L_c --> arg__L_c + citr__L_e
enzyme_ARGCITRtex_rev	234000.0	ARGCITRtex	arg__L_e + citr__L_c <-- arg__L_c + citr__L_e
enzyme_ARGHIStex_fwd	234000.0	ARGHIStex	arg__L_e + his__L_c --> arg__L_c + his__L_e
enzyme_ARGHIStex_rev	234000.0	ARGHIStex	arg__L_e + his__L_c <-- arg__L_c + his__L_e
enzyme_ARGLYStex_fwd	234000.0	ARGLYStex	arg__L_e + lys__L_c --> arg__L_c + lys__L_e
enzyme_ARGLYStex_rev	234000.0	ARGLYStex	arg__L_e + lys__L_c <-- arg__L_c + lys__L_e
enzyme_ARGN_fwd	234000.0	ARGN	arg__L_c + h2o_c --> orn__L_c + urea_c
enzyme_ARGN_rev	234000.0	ARGN	arg__L_c + h2o_c <-- orn__L_c + urea_c
enzyme_ARGORNtex_fwd	234000.0	ARGORNtex	arg__L_e + orn__L_c --> arg__L_c + orn__L_e
enzyme_ARGORNtex_rev	234000.0	ARGORNtex	arg__L_e + orn__L_c <-- arg__L_c + orn__L_e
enzyme_ARGtec_fwd	234000.0	ARGtec	arg__L_e --> arg__L_c
enzyme_ARGtec_rev	234000.0	ARGtec	arg__L_e <-- arg__L_c
enzyme_ARSNA_Cltex_fwd	234000.0	ARSNA_Cltex	arsna_e + cl_c --> arsna_c + cl_e
enzyme_ARSNA_Cltex_rev	234000.0	ARSNA_Cltex	arsna_e + cl_c <-- arsna_c + cl_e
enzyme_ARSNIt_fwd	234000.0	ARSNIt	arsni_c --> arsni_e
enzyme_ARSNIt_rev	234000.0	ARSNIt	arsni_c <-- arsni_e
enzyme_ARSSELDIGTHABCte_fwd	234000.0	ARSSELDIGTHABCte	arsseldigth_c + atp_c + h2o_c --> adp_c + arsseldigth_e + h_c + pi_c
enzyme_ARSSELDIGTHABCte_rev	234000.0	ARSSELDIGTHABCte	arsseldigth_c + atp_c + h2o_c <-- adp_c + arsseldigth_e + h_c + pi_c
enzyme_ASCBt_fwd	234000.0	ASCBt	ascb__L_c --> ascb__L_e
enzyme_ASCBt_rev	234000.0	ASCBt	ascb__L_c <-- ascb__L_e
enzyme_ASNADMARGNaEx_fwd	234000.0	ASNADMARGNaEx	admarg__L_c + asn__L_e + na1_e --> admarg__L_e + asn__L_c + na1_c
enzyme_ASNADMARGNaEx_rev	234000.0	ASNADMARGNaEx	admarg__L_c + asn__L_e + na1_e <-- admarg__L_e + asn__L_c + na1_c
enzyme_ASNALANaEx_fwd	234000.0	ASNALANaEx	ala__L_c + asn__L_e + na1_e --> ala__L_e + asn__L_c + na1_c
enzyme_ASNALANaEx_rev	234000.0	ASNALANaEx	ala__L_c + asn__L_e + na1_e <-- ala__L_e + asn__L_c + na1_c
enzyme_ASNARGNaEx_fwd	234000.0	ASNARGNaEx	arg__L_c + asn__L_e + na1_e --> arg__L_e + asn__L_c + na1_c
enzyme_ASNARGNaEx_rev	234000.0	ASNARGNaEx	arg__L_c + asn__L_e + na1_e <-- arg__L_e + asn__L_c + na1_c
