complex	compartment	subunits	genes	reactions	coefficients	cofactors	notes
cplx_HOMOTRIMER_Slc1a5	pm	protein_Slc1a5	Slc1a5	ALAASNNaEx;ALACYSNaEx;ALAGLNNaEx;ALASERNaEx;ALATHRNaEx;ASNALANaEx;ASNCYSNaEx;ASNGLNNaEx;ASNSERNaEx;ASNTHRNaEx;CYSALANaEx;CYSSERNaEx;CYSTHRNaEx;GLNALANaEx;GLNASNNaEx;GLNCYSNaEx;GLNSERNaEx;GLNTHRNaEx;SERALANaEx;SERASNNaEx;SERCYSNaEx;SERGLNNaEx;SERTHRNaEx;THRALANaEx;THRASNNaEx;THRCYSNaEx;THRGLNNaEx;THRSERNaEx	3
cplx_HOMOTRIMER_Slc31a1	pm	protein_Slc31a1	Slc31a1	AG1tec;CU1tec	3
cplx_MONOMER_A4galt	c	protein_A4galt	A4galt	A4GALTc	1		ASSUMED MONOMER
cplx_MONOMER_Aars1	c	protein_Aars1	Aars1	ALATRS	1
cplx_MONOMER_Aasdhppt	c	protein_Aasdhppt	Aasdhppt	AASDHPPT	1
cplx_MONOMER_Abca7	pm	protein_Abca7	Abca7	PCFLOPt;PEFLOPt;PSFLOPt;SMFLOPt	1		ASSUMED MONOMER
cplx_MONOMER_Abcb1a	pm	protein_Abcb1a	Abcb1a	PCFLOPt;PEFLOPt;SMFLOPt;PRGNABCte;PRGNSABCte	1		ASSUMED MONOMER
cplx_MONOMER_Abcb1b	pm	protein_Abcb1b	Abcb1b	PCFLOPt;PEFLOPt;SMFLOPt;PRGNABCte;PRGNSABCte	1		ASSUMED MONOMER
cplx_MONOMER_Abcb4	pm	protein_Abcb4	Abcb4	PCFLOPt;PEFLOPt;SMFLOPt	1		ASSUMED MONOMER
cplx_MONOMER_Abcc1	pm	protein_Abcc1	Abcc1	GTHOXABCte;1SGTH2OHE1ABCte;1SGTH2OHE2ABCte;23CGAMPABCte;2SGTH4OHE1ABCte;2SGTH4OHE2ABCte;4GTH56DHIABCte;4SGTH2OHE1ABCte;4SGTH2OHE2ABCte;56DHIGTHABCte;ADRNLGTHABCte;ARSSELDIGTHABCte;DOPAGTHABCte;DPAMGTHABCte;GTHNOABCte;LADRNCHRGTHABCte;LDPCHRGTHABCte;LNRPPHRCHRGTHABCte;NRPPHRGTHABCte;PGA1GTHABC;PGA2GTHABC;PGA3GTHABC;SPHS1PABCte;E217BGLCRABCte	1		ASSUMED MONOMER
cplx_MONOMER_Abcc4	pm	protein_Abcc4	Abcc4	CAMPABCte;CGMPABCte;GTHOXABCte;1SGTH2OHE1ABCte;1SGTH2OHE2ABCte;2SGTH4OHE1ABCte;2SGTH4OHE2ABCte;4GTH56DHIABCte;4SGTH2OHE1ABCte;4SGTH2OHE2ABCte;56DHIGTHABCte;5FTHFABCte;5MTHFABCte;ADRNLGTHABCte;ARSSELDIGTHABCte;CIMPABCte;DOPAGTHABCte;DPAMGTHABCte;GTHNOABCte;LADRNCHRGTHABCte;LDPCHRGTHABCte;LEUKTRB4ABCte;LEUKTRB5ABCte;LEUKTRC4ABCte;LEUKTRC5ABCte;LNRPPHRCHRGTHABCte;NRPPHRGTHABCte;PGA1GTHABC;PGA2GTHABC;PGA3GTHABC;PGE1ABCte;PGE2ABCte;PGE3ABCte;PGF1ABCte;PGF2ABCte;PGF3ABCte;URATEABCte;5FLURAABCte;THGMPABCte;THIMPABCte;THXMPABCte;BILRUBABCte;CHOLATEGTHABCte;DGCHOGTHABCte;DHEASABCte;E217BGLCRABCte;GCHOGTHABCte;GDCHOGTHABCte;GUDCHOGTHABCte;TCHOGTHABCte;TDCHOGTHABCte;TUDCHOGTHABCte	1		ASSUMED MONOMER
cplx_MONOMER_Abcc5	pm	protein_Abcc5	Abcc5	CAMPABCte;CGMPABCte;CIMPABCte;SAICAABCte;5FLURAABCte;THGMPABCte;THIMPABCte;THXMPABCte;LLACPHEABCte	1		ASSUMED MONOMER
cplx_MONOMER_Abce1	c	protein_Abce1	Abce1	NTPA;NTPC;NTPG;NTPU	1		ASSUMED MONOMER
cplx_MONOMER_Abhd14b	c	protein_Abhd14b	Abhd14b	PROTKDAC	1		ASSUMED MONOMER
cplx_MONOMER_Abhd16a	c	protein_Abhd16a	Abhd16a	PCPLA2;PCOPLA2;PCPPLA2;PEPPLA2;MAGL1;MAGL2;PAPLA2;PEPLA2;PIPLA2;PSPLA2;PGD21GH	1		ASSUMED MONOMER
cplx_MONOMER_Abhd17b	c	protein_Abhd17b	Abhd17b	PROTCSAE_14_0;PROTCSAE_16_0;PROTCSAE_18_0	1		ASSUMED MONOMER
cplx_MONOMER_Abo	c	protein_Abo	Abo	ABO4A;ABO4B;ABO1A;ABO1B;ABO2A;ABO2B;ABO3A;ABO3AB;ABO5A;ABO5B	1
cplx_MONOMER_Acer2	c	protein_Acer2	Acer2	ACER	1		ASSUMED MONOMER
cplx_MONOMER_Acer3	c	protein_Acer3	Acer3	ACER	1
cplx_MONOMER_Aco1	c	protein_Aco1	Aco1	ACONT	1
cplx_MONOMER_Acp1	c	protein_Acp1	Acp1	FMNPH;PROTKRU5PPP;PROTYPP;THMMPP	1		ASSUMED MONOMER
cplx_MONOMER_Acsl1	c	protein_Acsl1	Acsl1	FACOAL_16_0;FACOAL_18_9Z;FACOAL_18_9Z12Z;FACOAL_12_0;FACOAL_13_0;FACOAL_14_0;FACOAL_14_5Z;FACOAL_14_7Z;FACOAL_14_9Z;FACOAL_15_0;FACOAL_16_7Z;FACOAL_16_9Z;FACOAL_17_0;FACOAL_17_10Z;FACOAL_17_9Z;FACOAL_18_0;FACOAL_18_11Z;FACOAL_18_13Z;FACOAL_18_6Z9Z;FACOAL_18_6Z9Z12Z;FACOAL_18_6Z9Z12Z15Z;FACOAL_18_7Z;FACOAL_18_9E;FACOAL_18_9Z12Z15Z;FACOAL_19_0;FACOAL_20_0;FACOAL_20_11Z;FACOAL_20_11Z14Z;FACOAL_20_11Z14Z17Z;FACOAL_20_13Z;FACOAL_20_5Z8Z11Z;FACOAL_20_5Z8Z11Z14Z;FACOAL_20_5Z8Z11Z14Z17Z;FACOAL_20_8Z11Z;FACOAL_20_8Z11Z14Z;FACOAL_20_8Z11Z14Z17Z;FACOAL_20_9Z;FACOAL_21_0;FACOAL_22_0;FACOAL_22_10Z13Z16Z;FACOAL_22_10Z13Z16Z19Z;FACOAL_22_11Z;FACOAL_22_13Z;FACOAL_22_13Z16Z;FACOAL_22_13Z16Z19Z;FACOAL_22_4Z7Z10Z13Z16Z;FACOAL_22_4Z7Z10Z13Z16Z19Z;FACOAL_22_7Z10Z13Z16Z;FACOAL_22_7Z10Z13Z16Z19Z;FACOAL_23_0;FACOAL_24_0;FACOAL_24_12Z15Z18Z21Z;FACOAL_24_15Z;FACOAL_24_6Z9Z12Z15Z18Z;FACOAL_24_6Z9Z12Z15Z18Z21Z;FACOAL_24_9Z12Z15Z18Z;FACOAL_24_9Z12Z15Z18Z21Z;FACOAL_26_0;FACOAL_26_17Z	1
cplx_MONOMER_Acsl3	c	protein_Acsl3	Acsl3	FACOAL_16_0;FACOAL_18_9Z;FACOAL_18_9Z12Z;FACOAL_12_0;FACOAL_13_0;FACOAL_14_0;FACOAL_14_5Z;FACOAL_14_7Z;FACOAL_14_9Z;FACOAL_15_0;FACOAL_16_7Z;FACOAL_16_9Z;FACOAL_17_0;FACOAL_17_10Z;FACOAL_17_9Z;FACOAL_18_0;FACOAL_18_11Z;FACOAL_18_13Z;FACOAL_18_6Z9Z;FACOAL_18_6Z9Z12Z;FACOAL_18_6Z9Z12Z15Z;FACOAL_18_7Z;FACOAL_18_9E;FACOAL_18_9Z12Z15Z;FACOAL_19_0;FACOAL_20_0;FACOAL_20_11Z;FACOAL_20_11Z14Z;FACOAL_20_11Z14Z17Z;FACOAL_20_13Z;FACOAL_20_5Z8Z11Z;FACOAL_20_5Z8Z11Z14Z;FACOAL_20_5Z8Z11Z14Z17Z;FACOAL_20_8Z11Z;FACOAL_20_8Z11Z14Z;FACOAL_20_8Z11Z14Z17Z;FACOAL_20_9Z;FACOAL_21_0;FACOAL_22_0;FACOAL_22_10Z13Z16Z;FACOAL_22_10Z13Z16Z19Z;FACOAL_22_11Z;FACOAL_22_13Z;FACOAL_22_13Z16Z;FACOAL_22_13Z16Z19Z;FACOAL_22_4Z7Z10Z13Z16Z;FACOAL_22_4Z7Z10Z13Z16Z19Z;FACOAL_22_7Z10Z13Z16Z;FACOAL_22_7Z10Z13Z16Z19Z;FACOAL_23_0;FACOAL_24_0;FACOAL_24_12Z15Z18Z21Z;FACOAL_24_15Z;FACOAL_24_6Z9Z12Z15Z18Z;FACOAL_24_6Z9Z12Z15Z18Z21Z;FACOAL_24_9Z12Z15Z18Z;FACOAL_24_9Z12Z15Z18Z21Z;FACOAL_26_0;FACOAL_26_17Z	1
cplx_MONOMER_Acsl4	c	protein_Acsl4	Acsl4	FACOAL_16_0;FACOAL_18_9Z;FACOAL_18_9Z12Z;FACOAL_12_0;FACOAL_13_0;FACOAL_14_0;FACOAL_14_5Z;FACOAL_14_7Z;FACOAL_14_9Z;FACOAL_15_0;FACOAL_16_7Z;FACOAL_16_9Z;FACOAL_17_0;FACOAL_17_10Z;FACOAL_17_9Z;FACOAL_18_0;FACOAL_18_11Z;FACOAL_18_13Z;FACOAL_18_6Z9Z;FACOAL_18_6Z9Z12Z;FACOAL_18_6Z9Z12Z15Z;FACOAL_18_7Z;FACOAL_18_9E;FACOAL_18_9Z12Z15Z;FACOAL_19_0;FACOAL_20_0;FACOAL_20_11Z;FACOAL_20_11Z14Z;FACOAL_20_11Z14Z17Z;FACOAL_20_13Z;FACOAL_20_5Z8Z11Z;FACOAL_20_5Z8Z11Z14Z;FACOAL_20_5Z8Z11Z14Z17Z;FACOAL_20_8Z11Z;FACOAL_20_8Z11Z14Z;FACOAL_20_8Z11Z14Z17Z;FACOAL_20_9Z;FACOAL_21_0;FACOAL_22_0;FACOAL_22_10Z13Z16Z;FACOAL_22_10Z13Z16Z19Z;FACOAL_22_11Z;FACOAL_22_13Z;FACOAL_22_13Z16Z;FACOAL_22_13Z16Z19Z;FACOAL_22_4Z7Z10Z13Z16Z;FACOAL_22_4Z7Z10Z13Z16Z19Z;FACOAL_22_7Z10Z13Z16Z;FACOAL_22_7Z10Z13Z16Z19Z;FACOAL_23_0;FACOAL_24_0;FACOAL_24_12Z15Z18Z21Z;FACOAL_24_15Z;FACOAL_24_6Z9Z12Z15Z18Z;FACOAL_24_6Z9Z12Z15Z18Z21Z;FACOAL_24_9Z12Z15Z18Z;FACOAL_24_9Z12Z15Z18Z21Z;FACOAL_26_0;FACOAL_26_17Z	1
cplx_MONOMER_Acsl6	c	protein_Acsl6	Acsl6	FACOAL_16_0;FACOAL_18_9Z;FACOAL_18_9Z12Z;FACOAL_12_0;FACOAL_13_0;FACOAL_14_0;FACOAL_14_5Z;FACOAL_14_7Z;FACOAL_14_9Z;FACOAL_15_0;FACOAL_16_7Z;FACOAL_16_9Z;FACOAL_17_0;FACOAL_17_10Z;FACOAL_17_9Z;FACOAL_18_0;FACOAL_18_11Z;FACOAL_18_13Z;FACOAL_18_6Z9Z;FACOAL_18_6Z9Z12Z;FACOAL_18_6Z9Z12Z15Z;FACOAL_18_7Z;FACOAL_18_9E;FACOAL_18_9Z12Z15Z;FACOAL_19_0;FACOAL_20_0;FACOAL_20_11Z;FACOAL_20_11Z14Z;FACOAL_20_11Z14Z17Z;FACOAL_20_13Z;FACOAL_20_5Z8Z11Z;FACOAL_20_5Z8Z11Z14Z;FACOAL_20_5Z8Z11Z14Z17Z;FACOAL_20_8Z11Z;FACOAL_20_8Z11Z14Z;FACOAL_20_8Z11Z14Z17Z;FACOAL_20_9Z;FACOAL_21_0;FACOAL_22_0;FACOAL_22_10Z13Z16Z;FACOAL_22_10Z13Z16Z19Z;FACOAL_22_11Z;FACOAL_22_13Z;FACOAL_22_13Z16Z;FACOAL_22_13Z16Z19Z;FACOAL_22_4Z7Z10Z13Z16Z;FACOAL_22_4Z7Z10Z13Z16Z19Z;FACOAL_22_7Z10Z13Z16Z;FACOAL_22_7Z10Z13Z16Z19Z;FACOAL_23_0;FACOAL_24_0;FACOAL_24_12Z15Z18Z21Z;FACOAL_24_15Z;FACOAL_24_6Z9Z12Z15Z18Z;FACOAL_24_6Z9Z12Z15Z18Z21Z;FACOAL_24_9Z12Z15Z18Z;FACOAL_24_9Z12Z15Z18Z21Z;FACOAL_26_0;FACOAL_26_17Z	1
cplx_MONOMER_Acss2	c	protein_Acss2	Acss2	FACOAL_2_0;FACOAL_3_0	1
cplx_MONOMER_Acta1	c	protein_Acta1	Acta1	NTPA	1		ASSUMED MONOMER
cplx_MONOMER_Actb	c	protein_Actb	Actb	NTPA	1		ASSUMED MONOMER
cplx_MONOMER_Actc1	c	protein_Actc1	Actc1	NTPA	1		ASSUMED MONOMER
cplx_MONOMER_Actg1	c	protein_Actg1	Actg1	NTPA	1		ASSUMED MONOMER
cplx_MONOMER_Actg2	c	protein_Actg2	Actg2	NTPA	1		ASSUMED MONOMER
cplx_MONOMER_Acyp1	c	protein_Acyp1	Acyp1	ACYP;E14BPP;ACYP2	1		ASSUMED MONOMER
cplx_MONOMER_Acyp2	c	protein_Acyp2	Acyp2	ACYP;E14BPP;ACYP2	1		ASSUMED MONOMER
cplx_MONOMER_Ada	c	protein_Ada	Ada	ADA;DADA;RBVDA	1
cplx_MONOMER_Adcy10	c	protein_Adcy10	Adcy10	ADNCYC	1
cplx_MONOMER_Adcy2	c	protein_Adcy2	Adcy2	ADNCYC	1
cplx_MONOMER_Adi1	c	protein_Adi1	Adi1	ARDFE2;ARDNI2	1
cplx_MONOMER_Adk	c	protein_Adk	Adk	ADNK1;4PYRNK;NRHK;DADNK1;AICAK;RBVK	1
cplx_MONOMER_Ado	c	protein_Ado	Ado	CYSAMO	1
cplx_MONOMER_Adpgk	c	protein_Adpgk	Adpgk	ADPGK;ADPGKa	1
cplx_MONOMER_Adprs	c	protein_Adprs	Adprs	ADPRDACAC1;NADN2;POLYADPRH;PROTSADPRH	1
cplx_MONOMER_Agpat1	c	protein_Agpat1	Agpat1	LPAAT	1		ASSUMED MONOMER
cplx_MONOMER_Agpat3	c	protein_Agpat3	Agpat3	LPAAT;LPCAT;LPIAT;LPSAT	1		ASSUMED MONOMER
cplx_MONOMER_Agpat4	c	protein_Agpat4	Agpat4	LPAAT	1		ASSUMED MONOMER
cplx_MONOMER_Ak1	c	protein_Ak1	Ak1	ADK1;NDPK1;NDPK2;NDPK3;ADK3;ADK4;ADK5;ADK6;DADK3;DADK4;DADK5;DADK6;DADK1;ADK7;DADK7	1
cplx_MONOMER_Akr1a1	c	protein_Akr1a1	Akr1a1	GULND;GALOR;GHBDHy;3DGRy;SBTRa;ALCD19y;ARABR_Ly;ALR2y;ALR3y;PPDOy;GTHNORDy;SNOCOARD	1
cplx_MONOMER_Akr1b1	c	protein_Akr1b1	Akr1b1	GALOR;6HOPTHPDH;6PTHPDH;ESTRADIOL23Q2ERy;ESTRADIOL34Q2ERy;ESTRONE23Q2ERy;ESTRONE34Q2ERy;3DGRy;SBTRa;ALCD19y;ARABR_Ly;XYLR_Dy;PGH2Ry;ALR2y;ALR3y;LALD_Ly;PPDOy	1
cplx_MONOMER_Akr1c13	c	protein_Akr1c13	Akr1c13	5ADHTRy;ANDRSTNDNRy;ANDRSTRNRy;6PTHPDH2;ESTRADIOL23Q2ERy;ESTRADIOL34Q2ERy;ESTRONE23Q2ERy;ESTRONE34Q2ERy;ESTRONEDHy;PGD2Ry;PGH2Ry;RDH2y;PRGSTRNRy	1		ASSUMED MONOMER
cplx_MONOMER_Akr1c18	c	protein_Akr1c18	Akr1c18	5ADHTRy;ANDRSTNDNRy;ANDRSTRNRy;6PTHPDH2;ESTRADIOL23Q2ERy;ESTRADIOL34Q2ERy;ESTRONE23Q2ERy;ESTRONE34Q2ERy;ESTRONEDHy;PGD2Ry;PGH2Ry;RDH2y;PRGSTRNRy	1		ASSUMED MONOMER
cplx_MONOMER_Akr1c21	c	protein_Akr1c21	Akr1c21	5ADHTRy;ANDRSTNDNRy;ANDRSTRNRy;6PTHPDH2;ESTRADIOL23Q2ERy;ESTRADIOL34Q2ERy;ESTRONE23Q2ERy;ESTRONE34Q2ERy;ESTRONEDHy;PGD2Ry;PGH2Ry;RDH2y;PRGSTRNRy	1		ASSUMED MONOMER
cplx_MONOMER_Akr1c6	c	protein_Akr1c6	Akr1c6	5ADHTRy;ANDRSTNDNRy;ANDRSTRNRy;6PTHPDH2;ESTRADIOL23Q2ERy;ESTRADIOL34Q2ERy;ESTRONE23Q2ERy;ESTRONE34Q2ERy;ESTRONEDHy;PGD2Ry;PGH2Ry;RDH2y;PRGSTRNRy	1		ASSUMED MONOMER
cplx_MONOMER_Aldh3b1	c	protein_Aldh3b1	Aldh3b1	ALDD2x;BAMPPALDOXx;4H2HXEAL2EDHx;4H2NNEAL2EDHx;BZALDHx;HPTALDHx;HPTEAL2EDHx;HXALDHx;HXEAL2EDHx;NONALDHx;NONEAL2EDHx;OCTALDHx;OCTEAL2EDHx;RBTDG_Dx;34DHALDDx;34DHALDDy;3M4HDXPACx;3M4HDXPACy;ALDD19x;ALDD19y;ALDD2y;LCAD;HXDCAL2EDHx;HXDCAL2EDHy;HXDCALDHx;HXDCALDHy;MACOXO;34DHXMANDACOXx;34DHXMANDACOXy;4HOXPACDORx;4HOXPACDORy	1		ASSUMED MONOMER
cplx_MONOMER_Amdhd2	c	protein_Amdhd2	Amdhd2	AGDC	1		ASSUMED MONOMER
cplx_MONOMER_Ank	pm	protein_Ank	Ank	ATPte;CITt	1		ASSUMED MONOMER
cplx_MONOMER_Arf1	c	protein_Arf1	Arf1	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Arf6	c	protein_Arf6	Arf6	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Armt1	c	protein_Armt1	Armt1	E4PP;F1PP;F6PP;GAPP;PROTGMT;R5PP	1
cplx_MONOMER_Art4	pm	protein_Art4	Art4	PROTRADPRTe	1		ASSUMED MONOMER
cplx_MONOMER_Atp2b1	pm	protein_Atp2b1	Atp2b1	CAATPS1	1
cplx_MONOMER_Atp2b4	pm	protein_Atp2b4	Atp2b4	CAATPS1	1
cplx_MONOMER_Atp7a	pm	protein_Atp7a	Atp7a	CU1ABCte	1
cplx_MONOMER_Atp7b	pm	protein_Atp7b	Atp7b	CU1ABCte	1
cplx_MONOMER_B3galnt1	c	protein_B3galnt1	B3galnt1	B3GALNT1c	1		ASSUMED MONOMER
cplx_MONOMER_Blvra	c	protein_Blvra	Blvra	BILIREDy;BILIREDx	1
cplx_MONOMER_Blvrb	c	protein_Blvrb	Blvrb	BILIREDy;BILIREDx;FADRy;FLVRy;FMNRy;PROTCSNOCOANT	1
cplx_MONOMER_Bmp2k	c	protein_Bmp2k	Bmp2k	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Bpnt1	c	protein_Bpnt1	Bpnt1	MI14P1PP;BPNT;BPNT2	1		ASSUMED MONOMER
cplx_MONOMER_Cacna1a	pm	protein_Cacna1a	Cacna1a	CA2t	1
cplx_MONOMER_Car1	c	protein_Car1	Car1	HCO3E;UREAHYDL	1		ASSUMED MONOMER
cplx_MONOMER_Car2	c	protein_Car2	Car2	HCO3E;UREAHYDL	1		ASSUMED MONOMER
cplx_MONOMER_Car3	c	protein_Car3	Car3	HCO3E;UREAHYDL	1		ASSUMED MONOMER
cplx_MONOMER_Car4	pm	protein_Car4	Car4	HCO3Ee	1
cplx_MONOMER_Cbr1	c	protein_Cbr1	Cbr1	6PTHPDH;SPPTDH;MNDN2ERy;ADRNCHR2ERy;ADRNLQ2ERy_L;DOPAQ2ERy_L;DPAMCHR2ERy;DPAMQ2ERy_L;DPCHR2ERy_L;IND56Q2ERy;NRPPHRCHR2ERy;NRPPHRQ2ERy_L;PGE1DHy;PGE1Ry;PGE2DHy;PGE2Ry;PGE3DHy;PGE3Ry;PGF1DHy;PGF2DHy;PGF3DHy;GTHNORDy;CRTSLRy;CRTSTRNRy	1
cplx_MONOMER_Cbr3	c	protein_Cbr3	Cbr3	ADRNCHR2ERy;ADRNLQ2ERy_L;DOPAQ2ERy_L;DPAMCHR2ERy;DPAMQ2ERy_L;DPCHR2ERy_L;IND56Q2ERy;NRPPHRCHR2ERy;NRPPHRQ2ERy_L	1
cplx_MONOMER_Cd36	pm	protein_Cd36	Cd36	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	1		ASSUMED MONOMER
cplx_MONOMER_Cdc34	c	protein_Cdc34	Cdc34	UBIQE1E2T;UBIQE1T	1
cplx_MONOMER_Cdc42	c	protein_Cdc42	Cdc42	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Cdipt	c	protein_Cdipt	Cdipt	CDIPT	1
cplx_MONOMER_Cdk2	c	protein_Cdk2	Cdk2	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Cdk4	c	protein_Cdk4	Cdk4	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Cdk5	c	protein_Cdk5	Cdk5	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Cdk6	c	protein_Cdk6	Cdk6	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Cftr	c	protein_Cftr	Cftr	Clt	1
cplx_MONOMER_Chac2	c	protein_Chac2	Chac2	GGCLUT2	1
cplx_MONOMER_Clcn2	pm	protein_Clcn2	Clcn2	Clt;H_2Clt;It;NO3t	1		ASSUMED MONOMER
cplx_MONOMER_Clcn3	pm	protein_Clcn3	Clcn3	H_2Clt	1		ASSUMED MONOMER
cplx_MONOMER_Clcn4	pm	protein_Clcn4	Clcn4	H_2Clt	1
cplx_MONOMER_Clcn5	pm	protein_Clcn5	Clcn5	H_2Clt	1
cplx_MONOMER_Clic1	pm	protein_Clic1	Clic1	Clt;It;NO3t	1
cplx_MONOMER_Clic3	pm	protein_Clic3	Clic3	Clt	1
cplx_MONOMER_Clic4	pm	protein_Clic4	Clic4	Clt;It;NO3t	1
cplx_MONOMER_Cmpk1	c	protein_Cmpk1	Cmpk1	CYTK1;NDPK1;NDPK3;UMPK1;CYTK13;CYTK2;CYTK8;UMPK5;5FLUMPK	1
cplx_MONOMER_Cmpk2	c	protein_Cmpk2	Cmpk2	CYTK1;NDPK1;NDPK3;UMPK1;CYTK13;CYTK2;CYTK8;UMPK5	1
cplx_MONOMER_Cnp	c	protein_Cnp	Cnp	23CN3PA;23CN3PC;23CN3PG;23CN3PU	1
cplx_MONOMER_Coasy	c	protein_Coasy	Coasy	DPCOAK;PTPAT	1
cplx_MONOMER_Comt	c	protein_Comt	Comt	LDPAMMT;SALMCOM;SALMCOM2;2OHE1MT;2OHE1MT2;2OHE2MT;2OHE2MT2;4OHE1MT;4OHE2MT;34DHPHAMT;LDOPAMT;34DHOXMANDMT	1		ASSUMED MONOMER
cplx_MONOMER_Cpped1	c	protein_Cpped1	Cpped1	PROTSPP;PROTTPP	1		ASSUMED MONOMER
cplx_MONOMER_Csnk1a1	c	protein_Csnk1a1	Csnk1a1	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_Csnk1g1	c	protein_Csnk1g1	Csnk1g1	PROTSK;PROTTK	1
cplx_MONOMER_Csnk1g2	c	protein_Csnk1g2	Csnk1g2	PROTSK;PROTTK	1
cplx_MONOMER_Csnk1g3	c	protein_Csnk1g3	Csnk1g3	PROTSK;PROTTK	1
cplx_MONOMER_Cyb561d2	pm	protein_Cyb561d2	Cyb561d2	TMASCBOXt;TMASCBOXt2;TMASCBOXt3	1		ASSUMED MONOMER
cplx_MONOMER_Cyb5r3	c	protein_Cyb5r3	Cyb5r3	ESTRADIOL23Q1ERx;ESTRADIOL34Q1ERx;ESTRONE23Q1ERx;ESTRONE34Q1ERx;ADRNCHR1ERx;ADRNLQ1ERx_L;DOPAQ1ERx_L;DPAMCHR1ERx;DPAMQ1ERx_L;DPCHR1ERx_L;IND56Q1ERx;NRPPHRCHR1ERx;NRPPHRQ1ERx_L	1
cplx_MONOMER_Dagla	c	protein_Dagla	Dagla	DAGL1;DAGL2;TAGL	1		ASSUMED MONOMER
cplx_MONOMER_Daglb	c	protein_Daglb	Daglb	DAGL1;DAGL2;TAGL	1		ASSUMED MONOMER
cplx_MONOMER_Dera	c	protein_Dera	Dera	DRPA	1		ASSUMED MONOMER
cplx_MONOMER_Dgka	c	protein_Dgka	Dgka	DAGK;DAGOACK;DAGOK;MAGOK	1
cplx_MONOMER_Dnm2	c	protein_Dnm2	Dnm2	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Dnm3	c	protein_Dnm3	Dnm3	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Dusp23	c	protein_Dusp23	Dusp23	PROTSPP;PROTTPP;PROTYPP	1		ASSUMED MONOMER
cplx_MONOMER_Echdc1	c	protein_Echdc1	Echdc1	EMCD;MMCD	1		ASSUMED MONOMER
cplx_MONOMER_Eef2	c	protein_Eef2	Eef2	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Enoph1	c	protein_Enoph1	Enoph1	ENOPH	1
cplx_MONOMER_Ephx1	c	protein_Ephx1	Ephx1	EET1112EPHX;EET1314EPHX;EET56EPHX;EET89EPHX;EDP1011EPHX;EDP1314EPHX;EDP1617EPHX;EDP1920EPHX;EDP78EPHX;EEQ1112EPHX;EEQ1415EPHX;EEQ1718EPHX;EEQ56EPHX;EEQ89EPHX;EPOME1213EPHX;EPOME910EPHX	1		ASSUMED MONOMER
